Date,Open,High,Low,Close,Adj Close,Volume
2017-03-15,9.163710,9.167650,9.041420,9.072980,8.984344,14062775
2017-03-16,9.072980,9.187380,8.954640,9.069030,8.980433,25523090
2017-03-17,9.171600,9.171600,8.938860,8.938860,8.851534,21019253
2017-03-20,8.942800,9.128210,8.915190,9.049310,8.960905,16058724
2017-03-21,9.057200,9.120320,9.001970,9.096650,9.007783,19485436
2017-03-22,8.994080,9.278110,8.994080,9.254440,9.164032,33252305
2017-03-23,9.230770,9.660750,9.230770,9.613410,9.519494,53746394
2017-03-24,9.629190,9.897440,9.510850,9.861930,9.765587,50897176
2017-03-27,9.877710,9.940830,9.550300,9.589740,9.496056,25703258
2017-03-28,9.593690,9.739650,9.546350,9.648920,9.554659,13128457
2017-03-29,9.648920,9.842210,9.550300,9.806710,9.710907,13610637
2017-03-30,9.905330,9.940830,9.451680,9.605520,9.511682,38174022
2017-03-31,9.660750,9.980280,9.589740,9.980280,9.882781,22016727
2017-04-05,9.980280,10.228800,9.802760,10.110400,10.011629,32454431
2017-04-06,10.015800,10.315600,9.806710,10.019700,9.921816,29837163
2017-04-07,10.019700,10.098600,9.913220,10.051300,9.953106,10537987
2017-04-10,10.078900,10.165700,9.854040,9.960550,9.863243,17591357
2017-04-11,9.964500,10.015800,9.585800,9.822490,9.726532,18848890
2017-04-12,9.708090,10.082800,9.708090,10.019700,9.921816,13328175
2017-04-13,9.960550,10.094700,9.850100,9.877710,9.781212,16366286
2017-04-14,9.818540,9.905330,9.763310,9.783040,9.687468,7904074
2017-04-17,9.802760,9.822490,9.506900,9.621300,9.527307,13979751
2017-04-18,9.601580,9.735700,9.506900,9.570020,9.476527,18846058
2017-04-19,9.550300,9.656810,9.431950,9.644970,9.550747,15381745
2017-04-20,9.625250,10.315600,9.617360,10.315600,10.214825,37779264
2017-04-21,10.185400,10.343200,10.067100,10.193300,10.093720,24077251
2017-04-24,10.201200,10.213000,9.672580,9.960550,9.863243,18467998
2017-04-25,9.964500,10.564100,9.881660,10.485200,10.382767,28664515
2017-04-26,10.493100,10.690300,10.339200,10.414200,10.312462,32778311
2017-04-27,10.311600,10.631200,10.075000,10.453700,10.351576,25946413
2017-04-28,10.430000,10.804700,10.307700,10.702200,10.597648,33827534
2017-05-02,10.729800,10.808700,10.512800,10.635100,10.531204,18429796
2017-05-03,10.572000,10.639000,10.378700,10.572000,10.468719,17504399
2017-05-04,10.469400,10.769200,10.386600,10.619300,10.515557,17868048
2017-05-05,10.544400,10.844200,10.410300,10.528600,10.425744,29262522
2017-05-08,10.516800,10.650900,10.398400,10.532500,10.429606,30473932
2017-05-09,10.485200,10.682500,10.177500,10.674600,10.570317,33365292
2017-05-10,10.674600,11.230800,10.650900,10.966500,10.859366,40233443
2017-05-11,10.852100,11.132100,10.769200,10.958600,10.851543,34598453
2017-05-12,10.962500,11.025600,10.745600,10.915200,10.808567,21141054
2017-05-15,11.045400,11.439800,10.934900,11.439800,11.328042,25941941
2017-05-16,11.443800,11.767300,11.242600,11.719900,11.605406,29804910
2017-05-17,11.716000,11.719900,11.368800,11.439800,11.328042,29868029
2017-05-18,11.246500,11.392500,11.132100,11.136100,11.027309,34351833
2017-05-19,11.140000,11.234700,10.931000,11.140000,11.031172,22568705
2017-05-22,11.132100,11.510800,11.076900,11.495100,11.382802,26625704
2017-05-23,11.459600,11.814600,11.282100,11.550300,11.437462,35148201
2017-05-24,11.443800,11.597600,11.088800,11.400400,11.289027,24266489
2017-05-25,11.412200,11.455600,10.856000,11.203200,11.093753,43220672
2017-05-26,11.049300,11.104500,10.497000,10.887600,10.781237,65665231
2017-05-31,10.800800,10.978300,10.607500,10.974400,10.867188,34797329
2017-06-01,10.946700,11.163700,10.749500,10.938900,10.832036,29677643
2017-06-02,10.946700,11.140000,10.808700,11.005900,10.898381,19347040
2017-06-05,11.049300,11.175500,10.954600,11.128200,11.019485,23373999
2017-06-06,11.128200,11.289900,11.029600,11.112400,11.003840,21114016
2017-06-07,11.104500,11.412200,11.061100,11.301800,11.191390,35466348
2017-06-08,11.289900,11.467500,11.222900,11.439800,11.328042,27989283
2017-06-09,11.439800,11.581900,11.005900,11.301800,11.191390,40185727
2017-06-12,11.092700,11.151900,10.611400,10.867900,10.761728,54381328
2017-06-13,10.808700,11.045400,10.702200,11.017700,10.910066,27296047
2017-06-14,10.954600,11.116400,10.820500,10.863900,10.757769,18613799
2017-06-15,10.792900,10.942800,10.749500,10.856000,10.749946,10666823
2017-06-16,10.808700,11.092700,10.769200,11.041400,10.933534,13036612
2017-06-19,11.104500,11.144000,10.986200,11.104500,10.996017,14566586
2017-06-20,11.163700,11.321500,10.927000,11.045400,10.937494,19446531
2017-06-21,11.088800,11.404300,10.986200,11.396500,11.285165,35964020
